,clauses,fairness level
642,"['shall', 'respons', 'protect', 'confidenti', 'user', 'name', 'password', 'respons', 'use', 'account', 'regardless', 'whether', 'author', 'access', 'use']",1
643,"['part', 'term', 'use', 'find', 'court', 'compet', 'jurisdict', 'invalid', 'unenforc', 'replac', 'languag', 'reflect', 'origin', 'purpos', 'valid', 'enforc', 'manner']",1
644,"['waiver', 'either', 'parti', 'breach', 'default', 'hereund', 'shall', 'deem', 'waiver', 'preced', 'subsequ', 'breach', 'default']",1
645,"['unlik', 'event', 're', 'satisfi', 'custom', 'servic', 's', 'solut', 'cnn', 'abl', 'resolv', 'disput', 'attempt', 'inform', 'agre', 'resolv', 'disput', 'bind', 'arbitr', 'small', 'claim', 'court', 'instead', 'court', 'gener', 'jurisdict']",1
646,"['disput', 'claim', 'controversi', 'aris', 'connect', 'access', 'and', 'or', 'use', 'site', 'and', 'or', 'provis', 'content', 'servic', 'and', 'or', 'technolog', 'site', 'shall', 'govern', 'constru', 'exclus']",1
647,"['advoc', 'violent', 'behavior', 'pose', 'reason', 'threat', 'person', 'public', 'safeti', 'contain', 'violent', 'imag', 'kill', 'physic', 'abus', 'appear', 'captur', 'sole', 'princip', 'exploit', 'prurient', 'gratuit', 'purpos']",1
648,"['chang', 'term', 'use', 'cnn', 'may', 'modifi', 'term', 'use', 'part', 'thereof', 'add', 'remov', 'term', 'time', 'modif', 'addit', 'delet', 'effect', 'immedi', 'upon', 'post']",1
649,"['agre', 'use', 'servic', 'technolog', 'autom', 'system', 'artifici', 'inflat', 'page', 'view', 'user', 'content', 'receiv', 'includ', 'pay', 'per', 'click', 'servic', 'web', 'robot', 'current', 'futur', 'technolog']",1
650,"['pleas', 'note', 'may', 'combin', 'inform', 'collect', 'via', 'one', 'sourc', 'e', 'g', 'warnermedia', 'websit', 'inform', 'collect', 'via', 'anoth', 'sourc', 'e', 'g', 'mobil', 'app', 'includ', 'inform', 'possibl', 'collect', 'differ', 'warnermedia', 'compani', 'third', 'parti']",1
651,"['inform', 'locat', 'includ', 'deriv', 'devic', 'inform', 'ip', 'address', 'countri', 'code', 'devic', 's', 'interact', 'digit', 'servic', 'consent', 'inform', 'devic', 's', 'precis', 'locat', 'e', 'g', 'geoloc', 'via', 'mobil', 'devic']",1
652,"['may', 'also', 'use', 'ugc', 'market', 'advertis', 'purpos', 'subject', 'relev', 'term', 'condit', 'offer']",1
653,"['may', 'use', 'inform', 'purpos', 'market', 'and', 'or', 'advertis', 'offer', 'client', 'partner', 'warnermedia', 'use', 'adtech', 'technolog', 'real', 'time', 'bid', 'monet', 'advertis', 'space', 'within', 'digit', 'servic', 'and', 'or', 'creat', 'profil', 'base', 'inform', 'interact', 'u']",1
654,"['inform', 'provid', 'particip', 'consum', 'survey', 'research', 'studi', 'focu', 'group', 'test', 'includ', 'onlin', 'write', 'repli', 'applic', 'record', 'audio', 'video', 'interview']",1
655,"['offer', 'includ', 'dynam', 'entertain', 'featur', 'may', 'consent', 'accord', 'applic', 'law', 'collect', 'inform', 'via', 'facial', 'scan', 'eye', 'track', 'skin', 'respons', 'may', 'consid', 'biometr']",1
656,"['technic', 'usag', 'inform', 'devic', 'includ', 'type', 'devic', 'browser', 'uniqu', 'devic', 'identifi', 'oper', 'system', 'internet', 'provid', 'mobil', 'devic', 'identifi', 'and', 'or', 'mobil', 'advertis', 'identifi', 'connect', 'devic', 'identifi', 'includ', 'connect', 'televis', 'ip', 'address', 'network', 'attribut', 'televis', 'devic', 'applic', 'attribut', 'set', 'devic', 'browser', 'attribut', 'set']",1
657,"['agent', 'contractor', 'access', 'inform', 'help', 'carri', 'servic', 'perform', 'u', 'limit', 'fulfil', 'creation', 'mainten', 'host', 'deliveri', 'offer', 'conduct', 'market']",1
658,"['control', 'third', 'parti', 'use', 'person', 'inform', 'encourag', 'read', 'privaci', 'polici', 'learn', 'data', 'practic']",1
659,"['inform', 'may', 'collect', 'sourc', 'includ', 'friend', 'inform', 'sourc', 'occas', 'combin', 'inform', 'onlin', 'inform', 'receiv', 'includ', 'usag', 'inform', 'interact', 'websit', 'onlin', 'advertis', 'medium']",1
660,"['also', 'supplement', 'combin', 'inform', 'inform', 'varieti', 'sourc', 'outsid', 'record', 'includ', 'third', 'parti', 'data', 'provid', 'provid', 'u', 'inform', 'demograph', 'transact', 'purchas', 'histori']",1
661,"['share', 'certain', 'inform', 'third', 'parti', 'e', 'g', 'compani', 'retail', 'research', 'organ', 'advertis', 'ad', 'agenc', 'advertis', 'network', 'platform', 'participatori', 'databas', 'publish', 'non', 'profit', 'organ', 'process', 'gener', 'hash', 'de', 'identifi', 'form', 'provid', 'advertis', 'base', 'interest', 'includ', 'applic', 'real', 'time', 'bid']",1
662,"['also', 'share', 'person', 'inform', 'third', 'parti', 'data', 'control', 'type', 'third', 'parti', 'inform', 'may', 'share', 'includ', 'resel', 'sale', 'advertis', 'partner', 'retail', 'research', 'organ', 'advertis', 'ad', 'agenc']",1
663,"['may', 'combin', 'inform', 'provid', 'inform', 'third', 'parti', 'sourc', 'accord', 'applic', 'law']",1
664,"['also', 'disclos', 'person', 'inform', 'compani', 'adob', 'famili', 'advertis', 'sale', 'partner', 'consist', 'choic']",1
665,"['transfer', 'person', 'inform', 'u', 'countri', 'may', 'outsid', 'countri', 'live']",1
666,"['may', 'use', 'access', 'servic', 'softwar', 'discret', 'risk', 'sole', 'respons', 'damag', 'comput', 'system', 'loss', 'data', 'result', 'use', 'access', 'servic', 'softwar']",1
667,"['email', 'send', 'may', 'includ', 'technolog', 'call', 'web', 'beacon', 'tell', 'adob', 'whether', 'receiv', 'open', 'email', 'click', 'link', 'email']",1
668,"['encourag', 'period', 'review', 'adob', 'privaci', 'center', 'latest', 'inform', 'privaci', 'practic', 'certain', 'circumst', 'exampl', 'certain', 'materi', 'chang', 'provid', 'notic', 'chang', 'requir', 'applic', 'law', 'obtain', 'consent']",1
669,"['must', '13', 'older', 'regist', 'individu', 'adob', 'id', 'school', 'particip', 'primari', 'secondari', 'educ', 'name', 'user', 'offer', 'may', 'issu', 'child', '13', 'enterpris', 'level', 'adob', 'id']",1
670,"['resid', 'north', 'america', 'inclus', 'unit', 'state', 'canada', 'mexico', 'unit', 'state', 'territori', 'possess', 'unit', 'state', 'militari', 'base', 'wherev', 'locat', 'relationship', 'adob', 'inc', 'unit', 'state', 'compani', 'term', 'govern', 'law', 'california', 'u', 's', 'a']",0
671,"['adob', 'advertis', 'onlin', 'varieti', 'way', 'includ', 'display', 'adob', 'ad', 'compani', 'websit', 'app', 'social', 'medium', 'platform', 'facebook', 'linkedin']",1
672,"['adob', 'websit', 'use', 'cooki', 'similar', 'technolog', 'provid', 'compani', 'adob', 'experi', 'cloud', 'compani', 'allow', 'u', 'gather', 'addit', 'inform', 'measur', 'improv', 'effect', 'advertis']",1
673,"['employ', 'administr', 'technic', 'physic', 'secur', 'control', 'appropri', 'encrypt']",0
674,"['may', 'stop', 'use', 'servic', 'softwar', 'time']",0
675,"['indemnif', 'oblig', 'warranti', 'disclaim', 'limit', 'liabil', 'disput', 'resolut', 'provis', 'state', 'term', 'surviv']",1
676,"['total', 'liabil', 'matter', 'aris', 'relat', 'term', 'limit', 'greater', 'u', '100', 'b', 'aggreg', 'amount', 'pay', 'access', 'servic', 'softwar', 'three', 'month', 'period', 'preced', 'event', 'give', 'rise', 'liabil']",1
677,"['upon', 'expir', 'termin', 'term', 'servic', 'softwar', 'may', 'ceas', 'oper', 'without', 'prior', 'notic']",1
678,"['unless', 'otherwis', 'note', 'amend', 'term', 'effect', 'immedi', 'continu', 'use', 'servic', 'softwar', 'confirm', 'accept', 'chang']",1
679,"['sole', 'purpos', 'oper', 'improv', 'servic', 'softwar', 'upload', 'content', 'servic', 'softwar', 'grant', 'u', 'nonexclus', 'worldwid', 'royalti', 'free', 'sublicens', 'transferr', 'licens', 'use', 'reproduc', 'publicli', 'display', 'distribut', 'modifi', 'better', 'showcas', 'content', 'exampl', 'publicli', 'perform', 'translat', 'content']",0
680,"['adob', 'may', 'offer', 'free', 'membership', 'offer', 'trial', 'membership', 'sole', 'discret', 'access', 'servic', 'softwar', 'provid', 'free', 'trial', 'purpos', 'access', 'govern', 'term', 'time', 'prior', 'free', 'trial', 'period', 'adob', 'may', 'sole', 'discret', 'termin', 'free', 'trial', 'access', 'without', 'prior', 'notic', 'without', 'liabil']",1
681,"['disput', 'resolv', 'within', '30', 'day', 'receipt', 'u', 'result', 'legal', 'action', 'must', 'resolv', 'final', 'bind', 'arbitr', 'includ', 'question', 'whether', 'arbitr', 'requir', 'except', 'may', 'assert', 'claim', 'small', 'claim', 'court', 'claim', 'qualifi']",1
682,"['may', 'resolv', 'disput', 'u', 'individu', 'basi', 'may', 'bring', 'claim', 'plaintiff', 'class', 'member', 'class', 'consolid', 'repres', 'action']",1
683,"['send', 'inform', 'adob', 'product', 'servic', 'special', 'offer', 'similar', 'inform', 'share', 'inform', 'third', 'parti', 'market', 'purpos', 'consent', 'requir']",1
684,"['merg', 'acquir', 'anoth', 'compani', 'sell', 'adob', 'websit', 'app', 'busi', 'unit', 'substanti', 'portion', 'asset', 'acquir', 'anoth', 'compani', 'inform', 'like', 'disclos', 'advis', 'prospect', 'purchas', 's', 'advis', 'one', 'asset', 'transfer', 'new', 'owner']",1
685,"['provid', 'interact', 'featur', 'engag', 'social', 'medium', 'site', 'facebook', 'use', 'featur', 'sit', 'send', 'u', 'person', 'inform']",1
686,"['also', 'share', 'person', 'inform', 'compani', 'help', 'u', 'run', 'busi', 'process', 'person', 'inform', 'behalf', 'adob', 'purpos', 'identifi', 'compani', 'includ', 'provid', 'custom', 'support', 'servic', 'payment', 'process', 'servic', 'fraud', 'monitor', 'prevent', 'email', 'social', 'medium', 'market', 'platform', 'servic', 'provid', 'host', 'servic']",0
687,"['pleas', 'care', 'share', 'person', 'inform', 'share', 'anyth', 'wouldnâ', 't', 'want', 'publicli', 'know', 'unless', 'sure', 'post', 'within', 'app', 'websit', 'allow', 'control', 'see', 'post']",0
688,"['employ', 'administr', 'technic', 'physic', 'secur', 'control', 'appropri', 'encrypt', '1', 'step', 'verif']",0
689,"['may', 'share', 'publish', 'aggreg', 'inform', 'doesnâ', 't', 'specif', 'identifi', 'statist', 'inform', 'visitor', 'websit', 'statist', 'inform', 'custom', 'use', 'adob', 'experi', 'cloud']",1
690,"['good', 'faith', 'belief', 'requir', 'provid', 'inform', 'respons', 'subpoena', 'court', 'order', 'applic', 'law', 'legal', 'process', 'learn', 'respond', 'emerg', 'involv', 'danger', 'death', 'seriou', 'bodili', 'harm']",1
691,"['law', 'jurisdict', 'may', 'right', 'ask', 'u', 'copi', 'person', 'inform', 'correct', 'delet', 'restrict', 'stop', 'activ', 'process', 'person', 'inform', 'obtain', 'person', 'inform', 'provid', 'u', 'contract', 'consent', 'structur', 'machin', 'readabl', 'format', 'ask', 'u', 'share', 'port', 'inform', 'anoth', 'control']",0
692,"['unresolv', 'concern', 'right', 'report', 'local', 'privaci', 'regul', 'data', 'protect', 'author', 'applic', 'also', 'right', 'lodg', 'complaint', 'adob', 'ireland', 's', 'lead', 'supervisori', 'author', 'irish', 'data', 'protect', 'commiss']",0
693,"['addit', 'web', 'browser', 'â', 'œdo', 'trackâ', 'featur', 'let', 'tell', 'websit', 'want', 'onlin', 'activ', 'track', 'current', 'accept', 'standard', 'compani', 'respond', 'web', 'browsersâ', 'â', 'œdo', 'trackâ', 'signal']",1
694,"['close', 'account', 'begin', 'delet', 'certain', 'person', 'inform', 'longer', 'busi', 'reason', 'retain', 'hash', 'password', 'token', 'payment', 'account', 'data', 'howev', 'typic', 'retain', 'person', 'inform', 'relat', 'contract', 'busi', 'transact', 'seven', 'year', 'last', 'interact', 'u']",1
695,"['collect', 'inform', 'use', 'app', 'websit', 'includ', 'use', 'desktop', 'app', 'featur', 'take', 'onlin', 'photo', 'sync', 'featur', 'depend', 'app', 'websit', 'inform', 'may', 'associ', 'devic', 'browser', 'may', 'associ', 'adob', 'account']",1
696,"['adob', 'websit', 'use', 'cooki', 'similar', 'technolog', 'provid', 'compani', 'adob', 'experi', 'cloud', 'compani', 'allow', 'u', 'gather', 'addit', 'inform', 'measur', 'improv', 'effect', 'advertis', 'collect', 'inform', 'nbsp', 'ad', 'display', 'ad', 'click', 'nbsp', 'ad', 'display']",1
697,"['chang', 'last', 'updat', 'date', 'top', 'polici', 'revis', 'polici', 'post', 'page', 'awar', 'inform', 'collect', 'use', 'circumst', 'may', 'disclos']",0
698,"['pleas', 'note', 'websit', 'app', 'provid', 'compani', 'acquir', 'adob', 'may', 'oper', 'privaci', 'polici', 'privaci', 'practic', 'integr', 'adob', 's', 'privaci', 'practic']",1
699,"['collect', 'inform', 'use', 'app', 'websit', 'includ', 'use', 'desktop', 'app', 'featur', 'take', 'onlin', 'photo', 'sync', 'featur', 'depend', 'app', 'websit', 'inform', 'may', 'associ', 'devic', 'browser', 'may', 'associ', 'adob', 'account', 'includ', 'ip', 'address']",1
700,"['disput', 'aris', 'agreement', 'termin', 'relationship', 'shall', 'determin', 'bind', 'arbitr', 'arbitr', 'act', '1996', 'auckland', 'new', 'zealand', 'one', 'arbitr', 'shall', 'lawyer', 'knowledg', 'relev', 'technolog', 'matter', 'appoint', 'presid', 'time', 'arbitratorsâ', 'mediatorsâ', 'institut', 'new', 'zealand', 'incorpor', 'aminz', 'request', 'either', 'u']",1
701,"['charg', 'credit', 'card', 'associ', 'busi', 'account', 'applic', 'fee', 'includ', 'specifi', 'minimum', 'monthli', 'bill', 'date', 'recur', 'basi']",1
702,"['use', 'servic', 'system', 'retain', 'follow', 'metadata', 'unencrypt', 'form', '8', '3', '1', 'browser', 'type', 'oper', 'system', 'devic', 'log', 'mega', '8', '3', '1', 'ip', 'address', 'port', 'inform', 'login', 'api', 'usag', 'file', 'upload', 'folder', 'creation', 'link', 'export']",1
703,"['file', 'remain', 'encrypt', 'time', 'system', 'never', 'receiv', 'store', 'otherwis', 'deal', 'u', 'unencrypt', 'form', 'decrypt', 'take', 'place', 'devic', 'anoth', 'user', 'provid', 'file', 'folder', 'link', 'key', 'creat', 'give', 'access']",0
704,"['anyth', 'would', 'damag', 'disrupt', 'place', 'unreason', 'burden', 'servic', 'anyon', 'els', 's', 'use', 'servic', 'includ', 'limit', 'denial', 'servic', 'attack', 'similar']",1
705,"['undertak', 'authoris', 'use', 'intellectu', 'properti', 'data', 'store', 'use', 'download', 'upload', 'share', 'access', 'transmit', 'otherwis', 'make', 'avail', 'system', 'use', 'servic']",0
706,"['grant', 'u', 'worldwid', 'royalti', 'free', 'licenc', 'use', 'store', 'back', 'up', 'copi', 'transmit', 'distribut', 'commun', 'modifi', 'otherwis', 'make', 'avail', 'data', 'sole', 'purpos', 'enabl', 'give', 'access', 'use', 'servic', 'purpos', 'relat', 'provis', 'servic']",1
707,"['may', 'shall', 'oblig', 'keep', 'file', 'account', 'suspend', 'termin', 'particular', 'may', 'shall', 'oblig', 'keep', 'file', 'consid', 'necessari', 'evidenti', 'purpos', 'relat', 'breach', 'cooki', 'polici', 'term', 'respect', 'current', 'anticip', 'action', 'compet', 'enforc', 'author', 'third', 'parti']",1
708,"['everi', 'text', 'messag', 'send', 'store', 'encrypt', 'binari', 'larg', 'object', 'â', 'œblobâ']",0
709,"['enforc', 'action', 'like', 'commenc', '11', 'month', 'period', 'expir', 'longer', 'period', 'applic', 'case', 'record', 'financi', 'transact', 'relat', 'account', 'legal', 'requir', 'retain', 'account', 'data', 'identifi', 'anonymis', 'contact', 'folder', 'share', 'chat', 'anoth', 'mega', 'user', 'detail', 'continu', 'retain', 'allow', 'servic', 'continu', 'user']",1
710,"['download', 'account', 'data', 'http', 'mega', 'nz', 'fm', 'account', 'histori', 'log', 'account', 'provid', 'account', 'data', 'file']",0
711,"['never', 'sell', 'file', 'chat', 'account', 'data', 'usag', 'data']",0
712,"['chang', 'term', 'time', 'provid', 'least', '30', 'day', 'prior', 'notic', 'chang', 'whether', 'via', 'email', 'via', 'messag', 'servic', 'provid']",0
713,"['pay', 'subscript', 'due', 'expir', '30', 'day', 'notic', 'period', 'wish', 'continu', 'use', 'servic', 'new', 'term', 'may', 'termin', 'subscript', 'new', 'term', 'come', 'forc', 'otherwis', 'refund', 'unexpir', 'portion', 'subscript', 'payment', 'within', '30', 'day', 'close', 'account']",1
714,"['keep', 'password', 'recoveri', 'key', 'safe', 'confidenti', 'must', 'share', 'password', 'anyon', 'els', 'releas', 'encrypt', 'key', 'anyon', 'els', 'unless', 'wish', 'access', 'data']",1
715,"['make', 'guarante', 'loss', 'data', 'servic', 'bug', 'free']",1
716,"['ca', 'n', 't', 'ensur', 'user', 'within', 'busi', 'account', 'administr', '15', '1', 'assign', 'transfer', 'right', 'term', 'person', 'includ', 'share', 'password', 'someon', 'els', 'without', 'prior', 'write', 'consent']",1
717,"['choos', 'stop', 'use', 'servic', 'must', 'download', 'data', 'first', 'account', 'closur', 'may', 'wish', 'delet', 'data', 'suspend', 'termin', 'servic', 'breach', 'term', 'someon', 'give', 'access', 'breach', 'term', 'term', 'suspens', 'may', 'wish', 'delet', 'data', 'immedi', 'deni', 'access', 'data', 'keep', 'evidenti', 'purpos']",1
718,"['prohbit', 'run', 'network', 'scan', 'softwar', 'spider', 'spywar', 'robot', 'open', 'relay', 'softwar', 'similar', 'softwar']",1
719,"['prohibit', 'attempt', 'gain', 'unauthoris', 'access', 'servic', 'give', 'express', 'permiss', 'access']",1
720,"['respons', 'someon', 'els', 'gain', 'access', 'comput', 'devic', 'and', 'or', 'mega', 'password', 'and', 'or', 'encrypt', 'key', 'file']",1
721,"['open', 'sourc', 'code', 'use', 'obtain', 'licenc', 'code', 'refer', 'websit', 'via', 'mobil', 'app']",0
722,"['request', 'correct', 'account', 'data', 'consid', 'incorrect']",0
723,"['believ', 'content', 'copi', 'use', 'way', 'constitut', 'copyright', 'infring', 'pleas', 'provid', 'u', 'follow', 'inform']",1
724,"['collect', 'keep', 'usag', 'data', 'consent', 'provid', 'servic', 'support', 'relat', 'servic', 'market', 'product', 'research', 'abl', 'give', 'user', 'promot', 'materi', 'special', 'offer', 'servic']",1
725,"['reserv', 'right', 'remov', 'data', 'alleg', 'infring', 'without', 'prior', 'notic', 'sole', 'discret', 'without', 'liabil']",1
